# DynRec Optimization Log
# Timestamp: 2025-04-08 16:07:35

[Configuration]
Loss Function: AmplitudePhaseL2
Loss Config: {"numeric":{"amp_weight":1.0,"phase_weight":1.0},"type":"AmplitudePhaseL2"}
Regularization: L2
Regularization Config: {"type":"L2"}
Lambda: 0.01
Target: 
(1.2,0.3) 
(2.1,0.4) 
(1.8,-0.2) 
...
Initial x0: 
0 
0 
0 


[Optimization]
Optimization Name: pso
Optimization Config: {"max_iter":1000}

[Iterations]
Iter	Loss	GradientNorm
124	0.07055784	0.00000000
125	0.07055784	0.00000000
126	0.07055784	0.00000000
127	0.07055784	0.00000000
128	0.07055784	0.00000000
129	0.07055784	0.00000000
130	0.07055784	0.00000000
131	0.07055784	0.00000000
132	0.07055784	0.00000000
133	0.07055784	0.00000000
134	0.07055784	0.00000000
135	0.07055784	0.00000000
136	0.07055784	0.00000000
137	0.07055784	0.00000000
138	0.07055784	0.00000000
139	0.07055784	0.00000000
140	0.07055784	0.00000000
141	0.07055784	0.00000000
142	0.07055784	0.00000000
143	0.07055784	0.00000000
144	0.07055784	0.00000000
145	0.07055784	0.00000000
146	0.07055784	0.00000000
147	0.07055784	0.00000000
148	0.07055784	0.00000000
149	0.07055784	0.00000000
150	0.07055784	0.00000000
151	0.07055784	0.00000000
152	0.07055784	0.00000000
153	0.07055784	0.00000000
154	0.07055784	0.00000000
155	0.07055784	0.00000000
156	0.07055784	0.00000000
157	0.07055784	0.00000000
158	0.07055784	0.00000000
159	0.07055784	0.00000000
160	0.07055784	0.00000000
161	0.07055784	0.00000000
162	0.07055784	0.00000000
163	0.07055784	0.00000000
164	0.07055784	0.00000000
165	0.07055784	0.00000000
166	0.07055784	0.00000000
167	0.07055784	0.00000000
168	0.07055784	0.00000000
169	0.07055784	0.00000000
170	0.07055784	0.00000000
171	0.07055784	0.00000000
172	0.07055784	0.00000000
173	0.07055784	0.00000000
174	0.07055784	0.00000000
175	0.07055784	0.00000000
176	0.07055784	0.00000000
177	0.07055784	0.00000000
178	0.07055784	0.00000000
179	0.07055784	0.00000000
180	0.07055784	0.00000000
181	0.07055784	0.00000000
182	0.07055784	0.00000000
183	0.07055784	0.00000000
184	0.07055784	0.00000000
185	0.07055784	0.00000000
186	0.07055784	0.00000000
187	0.07055784	0.00000000
188	0.07055784	0.00000000
189	0.07055784	0.00000000
190	0.07055784	0.00000000
191	0.07055784	0.00000000
192	0.07055784	0.00000000
193	0.07055784	0.00000000
194	0.07055784	0.00000000
195	0.07055784	0.00000000
196	0.07055784	0.00000000
197	0.07055784	0.00000000
198	0.07055784	0.00000000
199	0.07055784	0.00000000
200	0.07055784	0.00000000
201	0.07055784	0.00000000
202	0.07055784	0.00000000
203	0.07055784	0.00000000
204	0.07055784	0.00000000
205	0.07055784	0.00000000
206	0.07055784	0.00000000
207	0.07055784	0.00000000
208	0.07055784	0.00000000
209	0.07055784	0.00000000
210	0.07055784	0.00000000
211	0.07055784	0.00000000
212	0.07055784	0.00000000
213	0.07055784	0.00000000
214	0.07055784	0.00000000
215	0.07055784	0.00000000
216	0.07055784	0.00000000
217	0.07055784	0.00000000
218	0.07055784	0.00000000
219	0.07055784	0.00000000
220	0.07055784	0.00000000
221	0.07055784	0.00000000
222	0.07055784	0.00000000
223	0.07055784	0.00000000
224	0.07055784	0.00000000
225	0.07055784	0.00000000
226	0.07055784	0.00000000
227	0.07055784	0.00000000
228	0.07055784	0.00000000
229	0.07055784	0.00000000
230	0.07055784	0.00000000
231	0.07055784	0.00000000
232	0.07055784	0.00000000
233	0.07055784	0.00000000
234	0.07055784	0.00000000
235	0.07055784	0.00000000
236	0.07055784	0.00000000
237	0.07055784	0.00000000
238	0.07055784	0.00000000
239	0.07055784	0.00000000
240	0.07055784	0.00000000
241	0.07055784	0.00000000
242	0.07055784	0.00000000
243	0.07055784	0.00000000
244	0.07055784	0.00000000
245	0.07055784	0.00000000
246	0.07055784	0.00000000
247	0.07055784	0.00000000
248	0.07055784	0.00000000
249	0.07055784	0.00000000
250	0.07055784	0.00000000
251	0.07055784	0.00000000
252	0.07055784	0.00000000
253	0.07055784	0.00000000
254	0.07055784	0.00000000
255	0.07055784	0.00000000
256	0.07055784	0.00000000
257	0.07055784	0.00000000
258	0.07055784	0.00000000
259	0.07055784	0.00000000
260	0.07055784	0.00000000
261	0.07055784	0.00000000
262	0.07055784	0.00000000
263	0.07055784	0.00000000
264	0.07055784	0.00000000
265	0.07055784	0.00000000
266	0.07055784	0.00000000
267	0.07055784	0.00000000
268	0.07055784	0.00000000
269	0.07055784	0.00000000
270	0.07055784	0.00000000
271	0.07055784	0.00000000
272	0.07055784	0.00000000
273	0.07055784	0.00000000
274	0.07055784	0.00000000
275	0.07055784	0.00000000
276	0.07055784	0.00000000
277	0.07055784	0.00000000
278	0.07055784	0.00000000
279	0.07055784	0.00000000
280	0.07055784	0.00000000
281	0.07055784	0.00000000
282	0.07055784	0.00000000
283	0.07055784	0.00000000
284	0.07055784	0.00000000
285	0.07055784	0.00000000
286	0.07055784	0.00000000
287	0.07055784	0.00000000
288	0.07055784	0.00000000
289	0.07055784	0.00000000
290	0.07055784	0.00000000
291	0.07055784	0.00000000
292	0.07055784	0.00000000
293	0.07055784	0.00000000
294	0.07055784	0.00000000
295	0.07055784	0.00000000
296	0.07055784	0.00000000
297	0.07055784	0.00000000
298	0.07055784	0.00000000
299	0.07055784	0.00000000
300	0.07055784	0.00000000
301	0.07055784	0.00000000
302	0.07055784	0.00000000
303	0.07055784	0.00000000
304	0.07055784	0.00000000
305	0.07055784	0.00000000
306	0.07055784	0.00000000
307	0.07055784	0.00000000
308	0.07055784	0.00000000
309	0.07055784	0.00000000
310	0.07055784	0.00000000
311	0.07055784	0.00000000
312	0.07055784	0.00000000
313	0.07055784	0.00000000
314	0.07055784	0.00000000
315	0.07055784	0.00000000
316	0.07055784	0.00000000
317	0.07055784	0.00000000
318	0.07055784	0.00000000
319	0.07055784	0.00000000
320	0.07055784	0.00000000
321	0.07055784	0.00000000
322	0.07055784	0.00000000
323	0.07055784	0.00000000
324	0.07055784	0.00000000
325	0.07055784	0.00000000
326	0.07055784	0.00000000
327	0.07055784	0.00000000
328	0.07055784	0.00000000
329	0.07055784	0.00000000
330	0.07055784	0.00000000
331	0.07055784	0.00000000
332	0.07055784	0.00000000
333	0.07055784	0.00000000
334	0.07055784	0.00000000
335	0.07055784	0.00000000
336	0.07055784	0.00000000
337	0.07055784	0.00000000
338	0.07055784	0.00000000
339	0.07055784	0.00000000
340	0.07055784	0.00000000
341	0.07055784	0.00000000
342	0.07055784	0.00000000
343	0.07055784	0.00000000
344	0.07055784	0.00000000
345	0.07055784	0.00000000
346	0.07055784	0.00000000
347	0.07055784	0.00000000
348	0.07055784	0.00000000
349	0.07055784	0.00000000
350	0.07055784	0.00000000
351	0.07055784	0.00000000
352	0.07055784	0.00000000
353	0.07055784	0.00000000
354	0.07055784	0.00000000
355	0.07055784	0.00000000
356	0.07055784	0.00000000
357	0.07055784	0.00000000
358	0.07055784	0.00000000
359	0.07055784	0.00000000
360	0.07055784	0.00000000
361	0.07055784	0.00000000
362	0.07055784	0.00000000
363	0.07055784	0.00000000
364	0.07055784	0.00000000
365	0.07055784	0.00000000
366	0.07055784	0.00000000
367	0.07055784	0.00000000
368	0.07055784	0.00000000
369	0.07055784	0.00000000
370	0.07055784	0.00000000
371	0.07055784	0.00000000
372	0.07055784	0.00000000
373	0.07055784	0.00000000
374	0.07055784	0.00000000
375	0.07055784	0.00000000
376	0.07055784	0.00000000
377	0.07055784	0.00000000
378	0.07055784	0.00000000
379	0.07055784	0.00000000
380	0.07055784	0.00000000
381	0.07055784	0.00000000
382	0.07055784	0.00000000
383	0.07055784	0.00000000
384	0.07055784	0.00000000
385	0.07055784	0.00000000
386	0.07055784	0.00000000
387	0.07055784	0.00000000
388	0.07055784	0.00000000
389	0.07055784	0.00000000
390	0.07055784	0.00000000
391	0.07055784	0.00000000
392	0.07055784	0.00000000
393	0.07055784	0.00000000
394	0.07055784	0.00000000
395	0.07055784	0.00000000
396	0.07055784	0.00000000
397	0.07055784	0.00000000
398	0.07055784	0.00000000
399	0.07055784	0.00000000
400	0.07055784	0.00000000
401	0.07055784	0.00000000
402	0.07055784	0.00000000
403	0.07055784	0.00000000
404	0.07055784	0.00000000
405	0.07055784	0.00000000
406	0.07055784	0.00000000
407	0.07055784	0.00000000
408	0.07055784	0.00000000
409	0.07055784	0.00000000
410	0.07055784	0.00000000
411	0.07055784	0.00000000
412	0.07055784	0.00000000
413	0.07055784	0.00000000
414	0.07055784	0.00000000
415	0.07055784	0.00000000
416	0.07055784	0.00000000
417	0.07055784	0.00000000
418	0.07055784	0.00000000
419	0.07055784	0.00000000
420	0.07055784	0.00000000
421	0.07055784	0.00000000
422	0.07055784	0.00000000
423	0.07055784	0.00000000
424	0.07055784	0.00000000
425	0.07055784	0.00000000
426	0.07055784	0.00000000
427	0.07055784	0.00000000
428	0.07055784	0.00000000
429	0.07055784	0.00000000
430	0.07055784	0.00000000
431	0.07055784	0.00000000
432	0.07055784	0.00000000
433	0.07055784	0.00000000
434	0.07055784	0.00000000
435	0.07055784	0.00000000
436	0.07055784	0.00000000
437	0.07055784	0.00000000
438	0.07055784	0.00000000
439	0.07055784	0.00000000
440	0.07055784	0.00000000
441	0.07055784	0.00000000
442	0.07055784	0.00000000
443	0.07055784	0.00000000
444	0.07055784	0.00000000
445	0.07055784	0.00000000
446	0.07055784	0.00000000
447	0.07055784	0.00000000
448	0.07055784	0.00000000
449	0.07055784	0.00000000
450	0.07055784	0.00000000
451	0.07055784	0.00000000
452	0.07055784	0.00000000
453	0.07055784	0.00000000
454	0.07055784	0.00000000
455	0.07055784	0.00000000
456	0.07055784	0.00000000
457	0.07055784	0.00000000
458	0.07055784	0.00000000
459	0.07055784	0.00000000
460	0.07055784	0.00000000
461	0.07055784	0.00000000
462	0.07055784	0.00000000
463	0.07055784	0.00000000
464	0.07055784	0.00000000
465	0.07055784	0.00000000
466	0.07055784	0.00000000
467	0.07055784	0.00000000
468	0.07055784	0.00000000
469	0.07055784	0.00000000
470	0.07055784	0.00000000
471	0.07055784	0.00000000
472	0.07055784	0.00000000
473	0.07055784	0.00000000
474	0.07055784	0.00000000
475	0.07055784	0.00000000
476	0.07055784	0.00000000
477	0.07055784	0.00000000
478	0.07055784	0.00000000
479	0.07055784	0.00000000
480	0.07055784	0.00000000
481	0.07055784	0.00000000
482	0.07055784	0.00000000
483	0.07055784	0.00000000
484	0.07055784	0.00000000
485	0.07055784	0.00000000
486	0.07055784	0.00000000
487	0.07055784	0.00000000
488	0.07055784	0.00000000
489	0.07055784	0.00000000
490	0.07055784	0.00000000
491	0.07055784	0.00000000
492	0.07055784	0.00000000
493	0.07055784	0.00000000
494	0.07055784	0.00000000
495	0.07055784	0.00000000
496	0.07055784	0.00000000
497	0.07055784	0.00000000
498	0.07055784	0.00000000
499	0.07055784	0.00000000
500	0.07055784	0.00000000
501	0.07055784	0.00000000
502	0.07055784	0.00000000
503	0.07055784	0.00000000
504	0.07055784	0.00000000
505	0.07055784	0.00000000
506	0.07055784	0.00000000
507	0.07055784	0.00000000
508	0.07055784	0.00000000
509	0.07055784	0.00000000
510	0.07055784	0.00000000
511	0.07055784	0.00000000
512	0.07055784	0.00000000
513	0.07055784	0.00000000
514	0.07055784	0.00000000
515	0.07055784	0.00000000
516	0.07055784	0.00000000
517	0.07055784	0.00000000
518	0.07055784	0.00000000
519	0.07055784	0.00000000
520	0.07055784	0.00000000
521	0.07055784	0.00000000
522	0.07055784	0.00000000
523	0.07055784	0.00000000
524	0.07055784	0.00000000
525	0.07055784	0.00000000
526	0.07055784	0.00000000
527	0.07055784	0.00000000
528	0.07055784	0.00000000
529	0.07055784	0.00000000
530	0.07055784	0.00000000
531	0.07055784	0.00000000
532	0.07055784	0.00000000
533	0.07055784	0.00000000
534	0.07055784	0.00000000
535	0.07055784	0.00000000
536	0.07055784	0.00000000
537	0.07055784	0.00000000
538	0.07055784	0.00000000
539	0.07055784	0.00000000
540	0.07055784	0.00000000
541	0.07055784	0.00000000
542	0.07055784	0.00000000
543	0.07055784	0.00000000
544	0.07055784	0.00000000
545	0.07055784	0.00000000
546	0.07055784	0.00000000
547	0.07055784	0.00000000
548	0.07055784	0.00000000
549	0.07055784	0.00000000
550	0.07055784	0.00000000
551	0.07055784	0.00000000
552	0.07055784	0.00000000
553	0.07055784	0.00000000
554	0.07055784	0.00000000
555	0.07055784	0.00000000
556	0.07055784	0.00000000
557	0.07055784	0.00000000
558	0.07055784	0.00000000
559	0.07055784	0.00000000
560	0.07055784	0.00000000
561	0.07055784	0.00000000
562	0.07055784	0.00000000
563	0.07055784	0.00000000
564	0.07055784	0.00000000
565	0.07055784	0.00000000
566	0.07055784	0.00000000
567	0.07055784	0.00000000
568	0.07055784	0.00000000
569	0.07055784	0.00000000
570	0.07055784	0.00000000
571	0.07055784	0.00000000
572	0.07055784	0.00000000
573	0.07055784	0.00000000
574	0.07055784	0.00000000
575	0.07055784	0.00000000
576	0.07055784	0.00000000
577	0.07055784	0.00000000
578	0.07055784	0.00000000
579	0.07055784	0.00000000
580	0.07055784	0.00000000
581	0.07055784	0.00000000
582	0.07055784	0.00000000
583	0.07055784	0.00000000
584	0.07055784	0.00000000
585	0.07055784	0.00000000
586	0.07055784	0.00000000
587	0.07055784	0.00000000
588	0.07055784	0.00000000
589	0.07055784	0.00000000
590	0.07055784	0.00000000
591	0.07055784	0.00000000
592	0.07055784	0.00000000
593	0.07055784	0.00000000
594	0.07055784	0.00000000
595	0.07055784	0.00000000
596	0.07055784	0.00000000
597	0.07055784	0.00000000
598	0.07055784	0.00000000
599	0.07055784	0.00000000
600	0.07055784	0.00000000
601	0.07055784	0.00000000
602	0.07055784	0.00000000
603	0.07055784	0.00000000
604	0.07055784	0.00000000
605	0.07055784	0.00000000
606	0.07055784	0.00000000
607	0.07055784	0.00000000
608	0.07055784	0.00000000
609	0.07055784	0.00000000
610	0.07055784	0.00000000
611	0.07055784	0.00000000
612	0.07055784	0.00000000
613	0.07055784	0.00000000
614	0.07055784	0.00000000
615	0.07055784	0.00000000
616	0.07055784	0.00000000
617	0.07055784	0.00000000
618	0.07055784	0.00000000
619	0.07055784	0.00000000
620	0.07055784	0.00000000
621	0.07055784	0.00000000
622	0.07055784	0.00000000
623	0.07055784	0.00000000
624	0.07055784	0.00000000
625	0.07055784	0.00000000
626	0.07055784	0.00000000
627	0.07055784	0.00000000
628	0.07055784	0.00000000
629	0.07055784	0.00000000
630	0.07055784	0.00000000
631	0.07055784	0.00000000
632	0.07055784	0.00000000
633	0.07055784	0.00000000
634	0.07055784	0.00000000
635	0.07055784	0.00000000
636	0.07055784	0.00000000
637	0.07055784	0.00000000
638	0.07055784	0.00000000
639	0.07055784	0.00000000
640	0.07055784	0.00000000
641	0.07055784	0.00000000
642	0.07055784	0.00000000
643	0.07055784	0.00000000
644	0.07055784	0.00000000
645	0.07055784	0.00000000
646	0.07055784	0.00000000
647	0.07055784	0.00000000
648	0.07055784	0.00000000
649	0.07055784	0.00000000
650	0.07055784	0.00000000
651	0.07055784	0.00000000
652	0.07055784	0.00000000
653	0.07055784	0.00000000
654	0.07055784	0.00000000
655	0.07055784	0.00000000
656	0.07055784	0.00000000
657	0.07055784	0.00000000
658	0.07055784	0.00000000
659	0.07055784	0.00000000
660	0.07055784	0.00000000
661	0.07055784	0.00000000
662	0.07055784	0.00000000
663	0.07055784	0.00000000
664	0.07055784	0.00000000
665	0.07055784	0.00000000
666	0.07055784	0.00000000
667	0.07055784	0.00000000
668	0.07055784	0.00000000
669	0.07055784	0.00000000
670	0.07055784	0.00000000
671	0.07055784	0.00000000
672	0.07055784	0.00000000
673	0.07055784	0.00000000
674	0.07055784	0.00000000
675	0.07055784	0.00000000
676	0.07055784	0.00000000
677	0.07055784	0.00000000
678	0.07055784	0.00000000
679	0.07055784	0.00000000
680	0.07055784	0.00000000
681	0.07055784	0.00000000
682	0.07055784	0.00000000
683	0.07055784	0.00000000
684	0.07055784	0.00000000
685	0.07055784	0.00000000
686	0.07055784	0.00000000
687	0.07055784	0.00000000
688	0.07055784	0.00000000
689	0.07055784	0.00000000
690	0.07055784	0.00000000
691	0.07055784	0.00000000
692	0.07055784	0.00000000
693	0.07055784	0.00000000
694	0.07055784	0.00000000
695	0.07055784	0.00000000
696	0.07055784	0.00000000
697	0.07055784	0.00000000
698	0.07055784	0.00000000
699	0.07055784	0.00000000
700	0.07055784	0.00000000
701	0.07055784	0.00000000
702	0.07055784	0.00000000
703	0.07055784	0.00000000
704	0.07055784	0.00000000
705	0.07055784	0.00000000
706	0.07055784	0.00000000
707	0.07055784	0.00000000
708	0.07055784	0.00000000
709	0.07055784	0.00000000
710	0.07055784	0.00000000
711	0.07055784	0.00000000
712	0.07055784	0.00000000
713	0.07055784	0.00000000
714	0.07055784	0.00000000
715	0.07055784	0.00000000
716	0.07055784	0.00000000
717	0.07055784	0.00000000
718	0.07055784	0.00000000
719	0.07055784	0.00000000
720	0.07055784	0.00000000
721	0.07055784	0.00000000
722	0.07055784	0.00000000
723	0.07055784	0.00000000
724	0.07055784	0.00000000
725	0.07055784	0.00000000
726	0.07055784	0.00000000
727	0.07055784	0.00000000
728	0.07055784	0.00000000
729	0.07055784	0.00000000
730	0.07055784	0.00000000
731	0.07055784	0.00000000
732	0.07055784	0.00000000
733	0.07055784	0.00000000
734	0.07055784	0.00000000
735	0.07055784	0.00000000
736	0.07055784	0.00000000
737	0.07055784	0.00000000
738	0.07055784	0.00000000
739	0.07055784	0.00000000
740	0.07055784	0.00000000
741	0.07055784	0.00000000
742	0.07055784	0.00000000
743	0.07055784	0.00000000
744	0.07055784	0.00000000
745	0.07055784	0.00000000
746	0.07055784	0.00000000
747	0.07055784	0.00000000
748	0.07055784	0.00000000
749	0.07055784	0.00000000
750	0.07055784	0.00000000
751	0.07055784	0.00000000
752	0.07055784	0.00000000
753	0.07055784	0.00000000
754	0.07055784	0.00000000
755	0.07055784	0.00000000
756	0.07055784	0.00000000
757	0.07055784	0.00000000
758	0.07055784	0.00000000
759	0.07055784	0.00000000
760	0.07055784	0.00000000
761	0.07055784	0.00000000
762	0.07055784	0.00000000
763	0.07055784	0.00000000
764	0.07055784	0.00000000
765	0.07055784	0.00000000
766	0.07055784	0.00000000
767	0.07055784	0.00000000
768	0.07055784	0.00000000
769	0.07055784	0.00000000
770	0.07055784	0.00000000
771	0.07055784	0.00000000
772	0.07055784	0.00000000
773	0.07055784	0.00000000
774	0.07055784	0.00000000
775	0.07055784	0.00000000
776	0.07055784	0.00000000
777	0.07055784	0.00000000
778	0.07055784	0.00000000
779	0.07055784	0.00000000
780	0.07055784	0.00000000
781	0.07055784	0.00000000
782	0.07055784	0.00000000
783	0.07055784	0.00000000
784	0.07055784	0.00000000
785	0.07055784	0.00000000
786	0.07055784	0.00000000
787	0.07055784	0.00000000
788	0.07055784	0.00000000
789	0.07055784	0.00000000
790	0.07055784	0.00000000
791	0.07055784	0.00000000
792	0.07055784	0.00000000
793	0.07055784	0.00000000
794	0.07055784	0.00000000
795	0.07055784	0.00000000
796	0.07055784	0.00000000
797	0.07055784	0.00000000
798	0.07055784	0.00000000
799	0.07055784	0.00000000
800	0.07055784	0.00000000
801	0.07055784	0.00000000
802	0.07055784	0.00000000
803	0.07055784	0.00000000
804	0.07055784	0.00000000
805	0.07055784	0.00000000
806	0.07055784	0.00000000
807	0.07055784	0.00000000
808	0.07055784	0.00000000
809	0.07055784	0.00000000
810	0.07055784	0.00000000
811	0.07055784	0.00000000
812	0.07055784	0.00000000
813	0.07055784	0.00000000
814	0.07055784	0.00000000
815	0.07055784	0.00000000
816	0.07055784	0.00000000
817	0.07055784	0.00000000
818	0.07055784	0.00000000
819	0.07055784	0.00000000
820	0.07055784	0.00000000
821	0.07055784	0.00000000
822	0.07055784	0.00000000
823	0.07055784	0.00000000
824	0.07055784	0.00000000
825	0.07055784	0.00000000
826	0.07055784	0.00000000
827	0.07055784	0.00000000
828	0.07055784	0.00000000
829	0.07055784	0.00000000
830	0.07055784	0.00000000
831	0.07055784	0.00000000
832	0.07055784	0.00000000
833	0.07055784	0.00000000
834	0.07055784	0.00000000
835	0.07055784	0.00000000
836	0.07055784	0.00000000
837	0.07055784	0.00000000
838	0.07055784	0.00000000
839	0.07055784	0.00000000
840	0.07055784	0.00000000
841	0.07055784	0.00000000
842	0.07055784	0.00000000
843	0.07055784	0.00000000
844	0.07055784	0.00000000
845	0.07055784	0.00000000
846	0.07055784	0.00000000
847	0.07055784	0.00000000
848	0.07055784	0.00000000
849	0.07055784	0.00000000
850	0.07055784	0.00000000
851	0.07055784	0.00000000
852	0.07055784	0.00000000
853	0.07055784	0.00000000
854	0.07055784	0.00000000
855	0.07055784	0.00000000
856	0.07055784	0.00000000
857	0.07055784	0.00000000
858	0.07055784	0.00000000
859	0.07055784	0.00000000
860	0.07055784	0.00000000
861	0.07055784	0.00000000
862	0.07055784	0.00000000
863	0.07055784	0.00000000
864	0.07055784	0.00000000
865	0.07055784	0.00000000
866	0.07055784	0.00000000
867	0.07055784	0.00000000
868	0.07055784	0.00000000
869	0.07055784	0.00000000
870	0.07055784	0.00000000
871	0.07055784	0.00000000
872	0.07055784	0.00000000
873	0.07055784	0.00000000
874	0.07055784	0.00000000
875	0.07055784	0.00000000
876	0.07055784	0.00000000
877	0.07055784	0.00000000
878	0.07055784	0.00000000
879	0.07055784	0.00000000
880	0.07055784	0.00000000
881	0.07055784	0.00000000
882	0.07055784	0.00000000
883	0.07055784	0.00000000
884	0.07055784	0.00000000
885	0.07055784	0.00000000
886	0.07055784	0.00000000
887	0.07055784	0.00000000
888	0.07055784	0.00000000
889	0.07055784	0.00000000
890	0.07055784	0.00000000
891	0.07055784	0.00000000
892	0.07055784	0.00000000
893	0.07055784	0.00000000
894	0.07055784	0.00000000
895	0.07055784	0.00000000
896	0.07055784	0.00000000
897	0.07055784	0.00000000
898	0.07055784	0.00000000
899	0.07055784	0.00000000
900	0.07055784	0.00000000
901	0.07055784	0.00000000
902	0.07055784	0.00000000
903	0.07055784	0.00000000
904	0.07055784	0.00000000
905	0.07055784	0.00000000
906	0.07055784	0.00000000
907	0.07055784	0.00000000
908	0.07055784	0.00000000
909	0.07055784	0.00000000
910	0.07055784	0.00000000
911	0.07055784	0.00000000
912	0.07055784	0.00000000
913	0.07055784	0.00000000
914	0.07055784	0.00000000
915	0.07055784	0.00000000
916	0.07055784	0.00000000
917	0.07055784	0.00000000
918	0.07055784	0.00000000
919	0.07055784	0.00000000
920	0.07055784	0.00000000
921	0.07055784	0.00000000
922	0.07055784	0.00000000
923	0.07055784	0.00000000
924	0.07055784	0.00000000
925	0.07055784	0.00000000
926	0.07055784	0.00000000
927	0.07055784	0.00000000
928	0.07055784	0.00000000
929	0.07055784	0.00000000
930	0.07055784	0.00000000
931	0.07055784	0.00000000
932	0.07055784	0.00000000
933	0.07055784	0.00000000
934	0.07055784	0.00000000
935	0.07055784	0.00000000
936	0.07055784	0.00000000
937	0.07055784	0.00000000
938	0.07055784	0.00000000
939	0.07055784	0.00000000
940	0.07055784	0.00000000
941	0.07055784	0.00000000
942	0.07055784	0.00000000
943	0.07055784	0.00000000
944	0.07055784	0.00000000
945	0.07055784	0.00000000
946	0.07055784	0.00000000
947	0.07055784	0.00000000
948	0.07055784	0.00000000
949	0.07055784	0.00000000
950	0.07055784	0.00000000
951	0.07055784	0.00000000
952	0.07055784	0.00000000
953	0.07055784	0.00000000
954	0.07055784	0.00000000
955	0.07055784	0.00000000
956	0.07055784	0.00000000
957	0.07055784	0.00000000
958	0.07055784	0.00000000
959	0.07055784	0.00000000
960	0.07055784	0.00000000
961	0.07055784	0.00000000
